count;dtCon
174;133;0
175;158;0
176;129;0
177;161;0
178;129;0
179;149;0
180;137;0
181;141;0
182;146;0
183;137;0
184;153;0
185;129;0
186;128;0
187;128;0
188;128;0
189;128;0
190;128;0
191;128;0
192;129;0
193;128;0
194;128;0
195;129;0
196;129;0
197;149;0
198;142;0
199;141;0
200;148;0
201;137;0
202;152;0
203;129;0
204;162;0
205;129;0
206;154;0
207;134;0
208;10320;1
209;153;0
210;146;0
211;138;0
212;153;0
213;129;0
214;128;0
215;129;0
216;129;0
217;129;0
218;128;0
219;128;0
220;129;0
221;128;0
222;129;0
223;129;0
224;129;0
225;153;0
226;138;0
227;145;0
228;147;0
229;137;0
230;154;0
231;129;0
232;158;0
233;129;0
234;161;0
235;129;0
236;149;0
237;144;0
238;129;0
239;128;0
240;128;0
241;128;0
242;129;0
243;129;0
244;128;0
245;128;0
246;128;0
247;129;0
248;128;0
249;133;0
250;157;0
251;129;0
252;162;0
253;129;0
254;148;0
255;139;0
256;145;0
257;147;0
258;138;0
259;153;0
260;129;0
261;158;0
262;129;0
263;129;0
264;129;0
265;128;0
266;129;0
267;128;0
268;128;0
269;128;0
270;128;0
271;129;0
272;128;0
273;130;0
274;145;0
275;146;0
276;137;0
277;10254;1
278;239;0
279;148;0
280;147;0
281;137;0
282;153;0
283;129;0
284;161;0
285;129;0
286;161;0
287;129;0
288;149;0
289;141;0
290;129;0
291;129;0
292;130;0
293;129;0
294;129;0
295;129;0
296;129;0
297;129;0
298;129;0
299;129;0
300;129;0
301;129;0
302;157;0
303;129;0
304;161;0
305;129;0
306;150;0
307;142;0
308;141;0
309;146;0
310;137;0
311;153;0
312;129;0
313;162;0
314;129;0
315;128;0
316;128;0
317;129;0
318;129;0
319;129;0
320;129;0
321;129;0
322;129;0
323;128;0
324;129;0
325;128;0
326;147;0
327;147;0
328;137;0
329;153;0
330;129;0
331;161;0
332;129;0
333;156;0
334;134;0
335;150;0
336;141;0
337;141;0
338;150;0
339;129;0
340;129;0
341;129;0
342;129;0
343;129;0
344;128;0
345;128;0
346;190;1
347;143;0
348;149;0
349;134;0
350;153;0
351;129;0
352;162;0
353;129;0
354;152;0
355;138;0
356;146;0
357;146;0
358;137;0
359;149;0
360;129;0
361;129;0
362;128;0
363;128;0
364;129;0
365;129;0
366;129;0
367;129;0
368;129;0
369;129;0
370;129;0
371;128;0
372;154;0
373;138;0
374;145;0
375;141;0
376;140;0
377;149;0
378;134;0
379;157;0
380;129;0
381;163;0
382;129;0
383;153;0
384;138;0
385;128;0
386;129;0
387;129;0
388;129;0
389;129;0
390;129;0
391;129;0
392;129;0
393;129;0
394;128;0
395;129;0
396;133;0
397;157;0
398;130;0
399;161;0
400;129;0
401;153;0
402;138;0
403;145;0
404;145;0
405;138;0
406;153;0
407;129;0
408;160;0
409;130;0
410;128;0
411;128;0
412;129;0
413;129;0
414;129;0
415;128;0
416;10206;1
417;233;0
418;132;0
419;129;0
420;131;0
421;157;0
422;142;0
423;141;0
424;153;0
425;133;0
426;161;0
427;129;0
428;162;0
429;129;0
430;153;0
431;139;0
432;145;0
433;146;0
434;129;0
435;129;0
436;129;0
437;129;0
438;129;0
439;129;0
440;129;0
441;129;0
442;129;0
443;129;0
444;129;0
445;128;0
446;163;0
447;130;0
448;153;0
449;139;0
450;145;0
451;141;0
452;137;0
453;150;0
454;134;0
455;159;0
456;129;0
457;163;0
458;129;0
459;129;0
460;129;0
461;129;0
462;128;0
463;128;0
464;129;0
465;129;0
466;129;0
467;128;0
468;128;0
469;128;0
470;141;0
471;151;0
472;134;0
473;159;0
474;129;0
475;164;0
476;129;0
477;153;0
478;138;0
479;145;0
480;146;0
481;139;0
482;154;0
483;129;0
484;129;0
485;10197;1
486;260;0
487;134;0
488;129;0
489;129;0
490;129;0
491;128;0
492;128;0
493;129;0
494;129;0
495;128;0
496;128;0
497;128;0
498;141;0
499;150;0
500;134;0
501;158;0
502;129;0
503;165;0
504;129;0
505;153;0
506;138;0
507;145;0
508;147;0
509;137;0
510;150;0
511;129;0
512;129;0
513;128;0
514;143;0
515;129;0
516;149;0
517;141;0
518;129;0
519;129;0
520;128;0
521;129;0
522;134;0
523;161;0
524;129;0
525;162;0
526;129;0
527;152;0
528;138;0
529;146;0
530;147;0
531;137;0
532;151;0
533;133;0
534;158;0
535;129;0
536;129;0
537;129;0
538;129;0
539;129;0
540;128;0
541;128;0
542;129;0
543;129;0
544;128;0
545;129;0
546;128;0
547;146;0
548;142;0
549;141;0
550;149;0
551;133;0
552;159;0
553;129;0
554;10221;1
555;271;0
556;133;0
557;153;0
558;138;0
559;145;0
560;147;0
561;140;0
562;150;0
563;129;0
564;129;0
565;129;0
566;128;0
567;128;0
568;129;0
569;129;0
570;130;0
571;129;0
572;129;0
573;129;0
574;128;0
575;153;0
576;139;0
577;146;0
578;143;0
579;141;0
580;150;0
581;135;0
582;157;0
583;129;0
584;163;0
585;129;0
586;153;0
587;138;0
588;129;0
589;129;0
590;129;0
591;130;0
592;129;0
593;128;0
594;129;0
595;129;0
596;129;0
597;128;0
598;129;0
599;133;0
600;158;0
601;129;0
602;164;0
603;129;0
604;153;0
605;139;0
606;145;0
607;146;0
608;137;0
609;150;0
610;129;0
611;158;0
612;129;0
613;129;0
614;129;0
615;129;0
616;128;0
617;129;0
618;128;0
619;129;0
620;129;0
621;129;0
622;129;0
623;129;0
624;10234;1
625;259;0
626;132;0
627;169;0
628;129;0
629;162;0
630;129;0
631;149;0
632;142;0
633;140;0
634;150;0
635;133;0
636;155;0
637;129;0
638;129;0
639;129;0
640;129;0
641;129;0
642;129;0
643;129;0
644;129;0
645;129;0
646;129;0
647;128;0
648;129;0
649;149;0
650;139;0
651;145;0
652;146;0
653;138;0
654;154;0
655;129;0
656;163;0
657;129;0
658;156;0
659;129;0
660;150;0
661;142;0
662;129;0
663;129;0
664;129;0
665;129;0
666;128;0
667;129;0
668;129;0
669;129;0
670;128;0
671;129;0
672;128;0
673;129;0
674;158;0
675;130;0
676;163;0
677;129;0
678;149;0
679;138;0
680;144;0
681;146;0
682;138;0
683;154;0
684;130;0
685;164;0
686;129;0
687;129;0
688;129;0
689;129;0
690;128;0
691;128;0
692;128;0
693;10221;1
694;217;0
695;131;0
696;129;0
697;129;0
698;129;0
699;129;0
700;129;0
701;129;0
702;129;0
703;165;0
704;129;0
705;153;0
706;138;0
707;146;0
708;142;0
709;141;0
710;153;0
711;133;0
712;158;0
713;129;0
714;162;0
715;129;0
716;129;0
717;128;0
718;128;0
719;129;0
720;129;0
721;129;0
722;129;0
723;130;0
724;129;0
725;129;0
726;129;0
727;140;0
728;150;0
729;134;0
730;161;0
731;129;0
732;162;0
733;129;0
734;153;0
735;138;0
736;146;0
737;142;0
738;141;0
739;151;0
740;129;0
741;129;0
742;129;0
743;129;0
744;129;0
745;129;0
746;129;0
747;129;0
748;129;0
749;129;0
750;129;0
751;129;0
752;153;0
753;135;0
754;150;0
755;142;0
756;141;0
757;150;0
758;133;0
759;159;0
760;129;0
761;161;0
762;10223;1
763;243;0
764;162;0
765;129;0
766;162;0
767;129;0
768;129;0
769;129;0
770;129;0
771;128;0
772;129;0
773;128;0
774;128;0
775;128;0
776;128;0
777;129;0
778;128;0
779;146;0
780;150;0
781;134;0
782;157;0
783;129;0
784;162;0
785;129;0
786;153;0
787;138;0
788;146;0
789;147;0
790;137;0
791;150;0
792;129;0
793;129;0
794;128;0
795;128;0
796;128;0
797;128;0
798;128;0
799;128;0
800;129;0
801;128;0
802;129;0
803;129;0
804;153;0
805;139;0
806;146;0
807;145;0
808;139;0
809;150;0
810;134;0
811;158;0
812;129;0
813;163;0
814;129;0
815;149;0
816;138;0
817;129;0
818;129;0
819;129;0
820;129;0
821;129;0
822;130;0
823;128;0
824;128;0
825;129;0
826;129;0
827;129;0
828;133;0
829;159;0
830;129;0
831;163;0
832;10294;1
833;162;0
834;163;0
835;130;0
836;157;0
837;139;0
838;145;0
839;143;0
840;141;0
841;149;0
842;133;0
843;158;0
844;129;0
845;129;0
846;129;0
847;129;0
848;129;0
849;129;0
850;128;0
851;129;0
852;129;0
853;129;0
854;129;0
855;129;0
856;150;0
857;144;0
858;141;0
859;150;0
860;134;0
861;157;0
862;129;0
863;162;0
864;128;0
865;154;0
866;138;0
867;145;0
868;146;0
869;129;0
870;128;0
871;128;0
872;129;0
873;129;0
874;129;0
875;128;0
876;129;0
877;128;0
878;128;0
879;129;0
880;129;0
881;163;0
882;129;0
883;153;0
884;138;0
885;146;0
886;147;0
887;141;0
888;149;0
889;133;0
890;157;0
891;129;0
892;162;0
893;129;0
894;129;0
895;128;0
896;129;0
897;128;0
898;128;0
899;128;0
900;128;0
901;10224;1
902;212;0
903;130;0
904;129;0
905;130;0
906;173;0
907;129;0
908;149;0
909;143;0
910;141;0
911;154;0
912;138;0
913;154;0
914;129;0
915;162;0
916;129;0
917;154;0
918;139;0
919;129;0
920;129;0
921;129;0
922;129;0
923;129;0
924;128;0
925;128;0
926;128;0
927;128;0
928;129;0
929;129;0
930;138;0
931;156;0
932;129;0
933;162;0
934;129;0
935;157;0
936;135;0
937;149;0
938;142;0
939;140;0
940;151;0
941;133;0
942;158;0
943;129;0
944;129;0
945;128;0
946;128;0
947;128;0
948;129;0
949;128;0
950;129;0
951;129;0
952;130;0
953;129;0
954;129;0
955;148;0
956;142;0
957;141;0
958;150;0
959;135;0
960;154;0
961;129;0
962;162;0
963;129;0
964;153;0
965;139;0
966;145;0
967;142;0
968;128;0
969;129;0
970;10240;1
971;231;0
972;130;0
973;129;0
974;129;0
975;129;0
976;128;0
977;129;0
978;128;0
979;128;0
980;129;0
981;128;0
982;128;0
983;150;0
984;142;0
985;141;0
986;150;0
987;133;0
988;158;0
989;129;0
990;164;0
991;129;0
992;152;0
993;139;0
994;145;0
995;145;0
996;129;0
997;128;0
998;130;0
999;129;0
1000;129;0
1001;129;0
1002;129;0
1003;128;0
1004;129;0
1005;129;0
1006;128;0
1007;129;0
1008;162;0
1009;129;0
1010;154;0
1011;138;0
1012;144;0
1013;141;0
1014;142;0
1015;151;0
1016;133;0
1017;157;0
1018;129;0
1019;163;0
1020;129;0
1021;129;0
1022;129;0
1023;128;0
1024;129;0
1025;128;0
1026;129;0
1027;129;0
1028;129;0
1029;129;0
1030;129;0
1031;129;0
1032;149;0
1033;142;0
1034;142;0
1035;150;0
1036;134;0
1037;159;0
1038;129;0
1039;10243;1
1040;262;0
1041;132;0
1042;154;0
1043;138;0
1044;146;0
1045;146;0
1046;138;0
1047;156;0
1048;129;0
1049;129;0
1050;129;0
1051;130;0
1052;129;0
1053;129;0
1054;129;0
1055;129;0
1056;129;0
1057;129;0
1058;129;0
1059;128;0
1060;153;0
1061;139;0
1062;146;0
1063;143;0
1064;141;0
1065;150;0
1066;134;0
1067;160;0
1068;130;0
1069;162;0
1070;129;0
1071;153;0
1072;139;0
1073;129;0
1074;129;0
1075;129;0
1076;129;0
1077;129;0
1078;128;0
1079;129;0
1080;128;0
1081;129;0
1082;129;0
1083;129;0
1084;133;0
1085;158;0
1086;130;0
1087;163;0
1088;129;0
1089;153;0
1090;139;0
1091;145;0
1092;142;0
1093;142;0
1094;150;0
1095;134;0
1096;160;0
1097;129;0
1098;129;0
1099;129;0
1100;129;0
1101;129;0
1102;129;0
1103;129;0
1104;129;0
1105;128;0
1106;129;0
1107;129;0
1108;129;0
1109;10321;1
1110;224;0
1111;155;0
1112;142;0
1113;148;0
1114;142;0
1115;164;0
1116;159;0
1117;142;0
1118;150;0
1119;134;0
1120;159;0
1121;129;0
1122;129;0
1123;129;0
1124;129;0
1125;129;0
1126;129;0
1127;129;0
1128;129;0
1129;129;0
1130;128;0
1131;129;0
1132;129;0
1133;149;0
1134;140;0
1135;146;0
1136;146;0
1137;138;0
1138;153;0
1139;129;0
1140;163;0
1141;129;0
1142;156;0
1143;135;0
1144;149;0
1145;143;0
1146;129;0
1147;128;0
1148;128;0
1149;129;0
1150;128;0
1151;129;0
1152;129;0
1153;129;0
1154;129;0
1155;129;0
1156;129;0
1157;129;0
1158;158;0
1159;129;0
1160;158;0
1161;129;0
1162;149;0
1163;142;0
1164;141;0
1165;146;0
1166;138;0
1167;153;0
1168;129;0
1169;164;0
1170;129;0
1171;129;0
1172;129;0
1173;129;0
1174;128;0
1175;129;0
1176;129;0
1177;10231;1
1178;213;0
1179;132;0
1180;129;0
1181;131;0
1182;172;0
1183;130;0
1184;153;0
1185;139;0
1186;149;0
1187;141;0
1188;142;0
1189;151;0
1190;134;0
1191;158;0
1192;129;0
1193;163;0
1194;129;0
1195;129;0
1196;129;0
1197;129;0
1198;129;0
1199;129;0
1200;128;0
1201;129;0
1202;129;0
1203;129;0
1204;128;0
1205;129;0
1206;143;0
1207;151;0
1208;134;0
1209;154;0
1210;129;0
1211;162;0
1212;129;0
1213;153;0
1214;138;0
1215;146;0
1216;144;0
1217;142;0
1218;150;0
1219;129;0
1220;129;0
1221;129;0
1222;129;0
1223;129;0
1224;129;0
1225;129;0
1226;130;0
1227;129;0
1228;129;0
1229;129;0
1230;129;0
1231;156;0
1232;135;0
1233;149;0
1234;143;0
1235;142;0
1236;150;0
1237;134;0
1238;154;0
1239;129;0
1240;163;0
1241;129;0
1242;153;0
1243;139;0
1244;129;0
1245;129;0
1246;10242;1
1247;216;0
1248;130;0
1249;129;0
1250;129;0
1251;129;0
1252;129;0
1253;129;0
1254;129;0
1255;129;0
1256;129;0
1257;129;0
1258;129;0
1259;162;0
1260;130;0
1261;154;0
1262;139;0
1263;145;0
1264;148;0
1265;141;0
1266;152;0
1267;134;0
1268;157;0
1269;130;0
1270;162;0
1271;130;0
1272;129;0
1273;129;0
1274;128;0
1275;129;0
1276;129;0
1277;129;0
1278;129;0
1279;129;0
1280;128;0
1281;129;0
1282;128;0
1283;141;0
1284;152;0
1285;134;0
1286;158;0
1287;129;0
1288;162;0
1289;129;0
1290;153;0
1291;139;0
1292;144;0
1293;147;0
1294;137;0
1295;151;0
1296;129;0
1297;129;0
1298;129;0
1299;129;0
1300;129;0
1301;129;0
1302;128;0
1303;129;0
1304;128;0
1305;129;0
1306;128;0
1307;129;0
1308;154;0
1309;139;0
1310;145;0
1311;141;0
1312;137;0
1313;152;0
1314;134;0
1315;10237;1
1316;263;0
1317;136;0
1318;154;0
1319;130;0
1320;166;0
1321;129;0
1322;157;0
1323;135;0
1324;129;0
1325;129;0
1326;129;0
1327;130;0
1328;129;0
1329;128;0
1330;128;0
1331;129;0
1332;129;0
1333;129;0
1334;128;0
1335;138;0
1336;154;0
1337;129;0
1338;163;0
1339;129;0
1340;156;0
1341;129;0
1342;149;0
1343;143;0
1344;141;0
1345;146;0
1346;138;0
1347;154;0
1348;130;0
1349;129;0
1350;129;0
1351;129;0
1352;129;0
1353;129;0
1354;129;0
1355;129;0
1356;129;0
1357;129;0
1358;129;0
1359;129;0
1360;149;0
1361;140;0
1362;146;0
1363;146;0
1364;137;0
1365;154;0
1366;130;0
1367;158;0
1368;130;0
1369;156;0
1370;129;0
1371;150;0
1372;143;0
1373;129;0
1374;129;0
1375;129;0
1376;129;0
1377;129;0
1378;128;0
1379;129;0
1380;129;0
1381;129;0
1382;129;0
1383;128;0
1384;134;0
1385;10249;1
1386;173;0
1387;130;0
1388;152;0
1389;144;0
1390;129;0
1391;129;0
1392;140;0
1393;158;0
1394;129;0
1395;163;0
1396;129;0
1397;153;0
1398;139;0
1399;153;0
1400;142;0
1401;142;0
1402;150;0
1403;134;0
1404;158;0
1405;129;0
1406;129;0
1407;129;0
1408;130;0
1409;129;0
1410;129;0
1411;129;0
1412;129;0
1413;129;0
1414;129;0
1415;129;0
1416;129;0
1417;149;0
1418;142;0
1419;143;0
1420;146;0
1421;138;0
1422;154;0
1423;129;0
1424;163;0
1425;129;0
1426;153;0
1427;135;0
1428;151;0
1429;143;0
1430;129;0
1431;129;0
1432;129;0
1433;129;0
1434;129;0
1435;129;0
1436;129;0
1437;129;0
1438;129;0
1439;129;0
1440;129;0
1441;129;0
1442;164;0
1443;130;0
1444;155;0
1445;135;0
1446;149;0
1447;143;0
1448;142;0
1449;146;0
1450;138;0
1451;154;0
1452;129;0
1453;163;0
1454;10289;1
1455;156;0
1456;162;0
1457;135;0
1458;129;0
1459;129;0
1460;129;0
1461;129;0
1462;129;0
1463;129;0
1464;128;0
1465;129;0
1466;130;0
1467;129;0
1468;129;0
1469;137;0
1470;155;0
1471;129;0
1472;158;0
1473;130;0
1474;162;0
1475;129;0
1476;150;0
1477;138;0
1478;146;0
1479;146;0
1480;137;0
1481;154;0
1482;129;0
1483;129;0
1484;128;0
1485;129;0
1486;128;0
1487;130;0
1488;129;0
1489;129;0
1490;129;0
1491;129;0
1492;128;0
1493;129;0
1494;148;0
1495;138;0
1496;146;0
1497;148;0
1498;137;0
1499;154;0
1500;129;0
1501;163;0
1502;130;0
1503;156;0
1504;129;0
1505;150;0
1506;142;0
1507;129;0
1508;130;0
1509;129;0
1510;129;0
1511;129;0
1512;129;0
1513;129;0
1514;129;0
1515;129;0
1516;129;0
1517;129;0
1518;133;0
1519;159;0
1520;129;0
1521;162;0
1522;130;0
1523;10239;1
1524;243;0
1525;145;0
1526;150;0
1527;144;0
1528;141;0
1529;150;0
1530;134;0
1531;158;0
1532;129;0
1533;165;0
1534;129;0
1535;129;0
1536;128;0
1537;129;0
1538;128;0
1539;129;0
1540;129;0
1541;128;0
1542;129;0
1543;129;0
1544;129;0
1545;129;0
1546;141;0
1547;146;0
1548;137;0
1549;154;0
1550;129;0
1551;162;0
1552;129;0
1553;152;0
1554;140;0
1555;149;0
1556;143;0
1557;141;0
1558;150;0
1559;129;0
1560;129;0
1561;129;0
1562;129;0
1563;129;0
1564;129;0
1565;129;0
1566;129;0
1567;129;0
1568;129;0
1569;129;0
1570;129;0
1571;157;0
1572;135;0
1573;149;0
1574;145;0
1575;141;0
1576;150;0
1577;134;0
1578;154;0
1579;131;0
1580;162;0
1581;130;0
1582;153;0
1583;136;0
1584;129;0
1585;129;0
1586;130;0
1587;128;0
1588;129;0
1589;128;0
1590;129;0
1591;129;0
1592;129;1
1593;251;0
1594;134;0
1595;129;0
1596;130;0
1597;154;0
1598;149;0
1599;139;0
1600;156;0
1601;129;0
1602;166;0
1603;129;0
1604;162;0
1605;129;0
1606;148;0
1607;143;0
1608;141;0
1609;146;0
1610;129;0
1611;129;0
1612;129;0
1613;128;0
1614;129;0
1615;129;0
1616;129;0
1617;129;0
1618;128;0
1619;128;0
1620;129;0
1621;128;0
1622;164;0
1623;130;0
1624;149;0
1625;139;0
1626;145;0
1627;146;0
1628;139;0
1629;155;0
1630;129;0
1631;159;0
1632;129;0
1633;163;0
1634;130;0
1635;129;0
1636;129;0
1637;129;0
1638;129;0
1639;129;0
1640;129;0
1641;129;0
1642;129;0
1643;129;0
1644;129;0
1645;129;0
1646;142;0
1647;151;0
1648;134;0
1649;159;0
1650;129;0
1651;163;0
1652;129;0
1653;153;0
1654;139;0
1655;145;0
1656;145;0
1657;137;0
1658;150;0
1659;129;0
1660;129;0
1661;10214;1
1662;253;0
1663;132;0
1664;129;0
1665;129;0
1666;128;0
1667;129;0
1668;129;0
1669;129;0
1670;129;0
1671;130;0
1672;129;0
1673;129;0
1674;146;0
1675;146;0
1676;138;0
1677;155;0
1678;129;0
1679;161;0
1680;130;0
1681;162;0
1682;129;0
1683;154;0
1684;139;0
1685;129;0
1686;153;0
1687;139;0
1688;129;0
1689;129;0
1690;219;0
1691;130;0
1692;129;0
1693;129;0
1694;128;0
1695;130;0
1696;129;0
1697;129;0
1698;129;0
1699;164;0
1700;129;0
1701;149;0
1702;144;0
1703;141;0
1704;146;0
1705;138;0
1706;154;0
1707;129;0
1708;164;0
1709;129;0
1710;157;0
1711;135;0
1712;129;0
1713;129;0
1714;129;0
1715;129;0
1716;129;0
1717;129;0
1718;129;0
1719;129;0
1720;129;0
1721;129;0
1722;129;0
1723;138;0
1724;150;0
1725;133;0
1726;157;0
1727;129;0
1728;163;0
1729;129;0
1730;7381;1
